Solyc11g030380.1.1	MADS box interactor-like (AHRD V1 *-*- Q6K819_ORYSJ)
Solyc11g030390.1.1	MADS box interactor-like (AHRD V1 *-*- Q6K819_ORYSJ)
Solyc11g030400.1.1	Unknown Protein (AHRD V1)
Solyc11g030410.1.1	Unknown Protein (AHRD V1)
Solyc11g030420.1.1	Unknown Protein (AHRD V1)
Solyc11g030430.1.1	Unknown Protein (AHRD V1)
Solyc11g030440.1.1	Unknown Protein (AHRD V1)
Solyc11g030450.1.1	Unknown Protein (AHRD V1)
Solyc11g030460.1.1	Unknown Protein (AHRD V1)
Solyc11g030470.1.1	Unknown Protein (AHRD V1)
Solyc11g030490.1.1	Unknown Protein (AHRD V1)
Solyc11g030500.1.1	Unknown Protein (AHRD V1)
Solyc11g030510.1.1	Unknown Protein (AHRD V1)
Solyc11g030520.1.1	Unknown Protein (AHRD V1)
Solyc11g030530.1.1	Zinc finger CCHC-type (AHRD V1 ***- Q1SKZ9_MEDTR)
Solyc11g030540.1.1	Unknown Protein (AHRD V1)
Solyc11g030550.1.1	Cyclin B2 (AHRD V1 *-*- Q9XGI1_SOLLC); contains Interpro domain(s)  IPR006671  Cyclin, N-terminal 
Solyc11g030560.1.1	tRNA dimethylallyltransferase (AHRD V1 ***- C9SNR7_VERA1); contains Interpro domain(s)  IPR002627  tRNA isopentenyltransferase 
Solyc11g030570.1.1	NADH-ubiquinone oxidoreductase chain 4 (AHRD V1 ***- Q5M9Z8_TOBAC); contains Interpro domain(s)  IPR001750  NADH:ubiquinone/plastoquinone oxidoreductase 
Solyc11g030580.1.1	Unknown Protein (AHRD V1)
Solyc11g030590.1.1	Unknown Protein (AHRD V1)
Solyc11g030600.2.1	DNA (Cytosine-5)-methyltransferase (AHRD V1 **** O49889_SOLLC); contains Interpro domain(s)  IPR017198  DNA (cytosine-5)-methyltransferase 1 
Solyc11g030620.1.1	Unknown Protein (AHRD V1)
Solyc11g030630.1.1	Unknown Protein (AHRD V1)
Solyc11g030640.1.1	Unknown Protein (AHRD V1)
Solyc11g030650.1.1	Unknown Protein (AHRD V1)
Solyc11g030660.1.1	Pol polyprotein (AHRD V1 ***- Q94FM1_CITPA)
Solyc11g030670.1.1	Unknown Protein (AHRD V1)
Solyc11g030680.1.1	Pol polyprotein (AHRD V1 *-*- POL_RSVSA); contains Interpro domain(s)  IPR001584  Integrase, catalytic core 
Solyc11g030690.1.1	Hypothetical retrotransposon (AHRD V1 ***- Q5MG99_IPOBA)
Solyc11g030700.1.1	Unknown Protein (AHRD V1)
Solyc11g030710.1.1	Homology to unknown gene (AHRD V1 **-- Q00XE1_OSTTA); contains Interpro domain(s)  IPR003774  Protein of unknown function DUF179 
Solyc11g030720.1.1	Alcohol dehydrogenase zinc-containing (AHRD V1 **-* D6H3R6_STAAU); contains Interpro domain(s)  IPR002085  Alcohol dehydrogenase superfamily, zinc-containing 
Solyc11g030730.1.1	Cytochrome P450
Solyc11g030740.1.1	&aposchromo&apos domain containing protein (AHRD V1 **-- Q6L3Q3_SOLDE); contains Interpro domain(s)  IPR000953  Chromo domain 
Solyc11g030760.1.1	Lysine-specific histone demethylase 1 (AHRD V1 **-- B2WC79_PYRTR); contains Interpro domain(s)  IPR002937  Amine oxidase 
Solyc11g030770.1.1	Vacuolar protein sorting-associated protein 33 homolog (AHRD V1 *-*- VPS33_ARATH)
Solyc11g030780.1.1	Lysine-specific histone demethylase (AHRD V1 **-- C1G3N4_PARBD); contains Interpro domain(s)  IPR002937  Amine oxidase 
Solyc11g030790.1.1	NADH-ubiquinone oxidoreductase chain 2 (AHRD V1 ***- NU2M_BETVU)
Solyc11g030800.1.1	NADH-ubiquinone oxidoreductase chain 2 (AHRD V1 ***- NU2M_BETVU)
Solyc11g030810.1.1	Unknown Protein (AHRD V1)
Solyc11g030820.1.1	Ycf2 (AHRD V1 ***- D2KLP5_OLEEU); contains Interpro domain(s)  IPR008543  Chloroplast Ycf2 
Solyc11g030830.1.1	Photosystem Q(B) protein (AHRD V1 *-*- B2LMH3_GUIAB)
Solyc11g030840.1.1	Unknown Protein (AHRD V1)
Solyc11g030850.1.1	Unknown Protein (AHRD V1)
Solyc11g030860.1.1	RNA-dependent RNA polymerase (AHRD V1 **-- O92614_9VIRU)
Solyc11g030870.1.1	Unknown Protein (AHRD V1)
Solyc11g030880.1.1	Maturase (Fragment) (AHRD V1 ***- O79414_SOLTU)
Solyc11g030890.1.1	Maturase (Fragment) (AHRD V1 ***- O79414_SOLTU)
Solyc11g030900.1.1	Maturase (Fragment) (AHRD V1 ***- O79414_SOLTU)
Solyc11g030910.1.1	Unknown Protein (AHRD V1)
Solyc11g030920.1.1	Uncharacterized mitochondrial protein AtMg01110 (AHRD V1 *-*- M1110_ARATH); contains Interpro domain(s)  IPR008686  RNA-dependent RNA polymerase, mitoviral 
Solyc11g030930.1.1	NADH-ubiquinone oxidoreductase chain 6 (Fragment) (AHRD V1 *-*- C8YP46_9ROSI); contains Interpro domain(s)  IPR001457  NADH:ubiquinone/plastoquinone oxidoreductase, chain 6 
Solyc11g030940.1.1	Ribosomal protein S4 (AHRD V1 ***- D5I3F8_CUCPE); contains Interpro domain(s)  IPR002942  RNA-binding S4 
Solyc11g030950.1.1	Actin 7 (AHRD V1 ***- A9TBG2_PHYPA); contains Interpro domain(s)  IPR004000  Actin/actin-like 
Solyc11g031950.1.1	Expressed protein (Fragment) (AHRD V1 *-*- B3VV22_POPTN); contains Interpro domain(s)  IPR006514  Protein of unknown function DUF579, plant 
Solyc11g031960.1.1	GDSL esterase/lipase At1g33811 (AHRD V1 ***- GDL17_ARATH); contains Interpro domain(s)  IPR001087  Lipase, GDSL 
Solyc11g031970.1.1	Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR002482  Peptidoglycan-binding Lysin subgroup 
Solyc11g031980.1.1	Protein kinase (AHRD V1 ***- C6ZRX7_SOYBN)
Solyc11g031990.1.1	Helitron helicase-like protein (AHRD V1 ***- D0NDZ2_PHYIN); contains Interpro domain(s)  IPR010285  Protein of unknown function DUF889, eukaryote 
Solyc11g032000.1.1	Helicase-like protein (AHRD V1 ***- Q9LTU4_ARATH)
Solyc11g032010.1.1	Calcium-dependent protein kinase 4 (AHRD V1 ***- D7LXA9_ARALY); contains Interpro domain(s)  IPR011992  EF-Hand type 
Solyc11g032020.1.1	DNA binding protein-like (AHRD V1 *-*- Q6YTQ5_ORYSJ); contains Interpro domain(s)  IPR012340  Nucleic acid-binding, OB-fold 
Solyc11g032030.1.1	Unknown Protein (AHRD V1)
Solyc11g032040.1.1	Transposase family tnp2 protein (AHRD V1 *--- Q6ATT2_ORYSJ)
Solyc11g032050.1.1	GDSL esterase/lipase At1g71691 (AHRD V1 ***- GDL29_ARATH); contains Interpro domain(s)  IPR001087  Lipase, GDSL 
Solyc11g032060.1.1	GDSL esterase/lipase At1g71691 (AHRD V1 ***- GDL29_ARATH); contains Interpro domain(s)  IPR001087  Lipase, GDSL 
Solyc11g032070.1.1	Unknown Protein (AHRD V1)
Solyc11g032080.1.1	Unknown Protein (AHRD V1)
Solyc11g032090.1.1	Os05g0272200 protein (Fragment) (AHRD V1 *-*- Q0DJJ5_ORYSJ)
Solyc11g032100.1.1	MADS box transcription factor (AHRD V1 ***- B2KJ31_POPTO); contains Interpro domain(s)  IPR002100  Transcription factor, MADS-box 
Solyc11g032110.1.1	Unknown Protein (AHRD V1)
Solyc11g032120.1.1	Unknown Protein (AHRD V1)
Solyc11g032130.1.1	NADPH dehydrogenase 3 (AHRD V1 **-* OYE3_YEAST); contains Interpro domain(s)  IPR001155  NADH:flavin oxidoreductase/NADH oxidase, N-terminal 
Solyc11g032140.1.1	Unknown Protein (AHRD V1)
Solyc11g032150.1.1	At5g24280-like protein (Fragment) (AHRD V1 ***- Q3YI82_ARALY)
Solyc11g032160.1.1	At5g24280 (Fragment) (AHRD V1 ***- Q3YIX0_ARATH)
Solyc11g032170.1.1	Unknown Protein (AHRD V1)
Solyc11g032180.1.1	Genomic DNA chromosome 3 P1 clone MDC11 (AHRD V1 **-- Q9LTT9_ARATH)
Solyc11g032190.1.1	Unknown Protein (AHRD V1)
Solyc11g032200.1.1	Lipase (AHRD V1 ***- Q1XBG1_RICCO); contains Interpro domain(s)  IPR006693  AB-hydrolase associated lipase region 
Solyc11g032220.1.1	NADPH dehydrogenase 1 (AHRD V1 **-* OYE1_SACPS); contains Interpro domain(s)  IPR001155  NADH:flavin oxidoreductase/NADH oxidase, N-terminal 
Solyc11g032230.1.1	12-oxophytodienoate reductase 1 (AHRD V1 **-- D7KTW1_ARALY); contains Interpro domain(s)  IPR001155  NADH:flavin oxidoreductase/NADH oxidase, N-terminal 
Solyc11g033250.1.1	Unknown Protein (AHRD V1)
Solyc11g033260.1.1	Pseudouridine-5&apos-phosphate glycosidase (AHRD V1 ***- A4SJG3_AERS4); contains Interpro domain(s)  IPR007342  Indigoidine synthase A like protein 
Solyc11g033270.1.1	Serine/threonine-protein kinase 3 (AHRD V1 *-** B2W0T3_PYRTR); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase 
Solyc11g033280.1.1	ATP-dependent RNA helicase FAL1 (AHRD V1 ***- A8NX16_COPC7); contains Interpro domain(s)  IPR011545  DNA/RNA helicase, DEAD/DEAH box type, N-terminal 
Solyc11g033320.1.1	Unknown Protein (AHRD V1)
Solyc11g038340.1.1	Unknown Protein (AHRD V1)
Solyc11g038350.1.1	Unknown Protein (AHRD V1)
Solyc11g039350.1.1	Unknown Protein (AHRD V1)
Solyc11g039360.1.1	Cytochrome c biogenesis FC (AHRD V1 ***- D5I3F3_CUCPE)
Solyc11g039370.1.1	Unknown Protein (AHRD V1)
Solyc11g039380.1.1	Unknown Protein (AHRD V1)
Solyc11g039390.1.1	Unknown Protein (AHRD V1)
Solyc11g039400.1.1	Unknown Protein (AHRD V1)
Solyc11g039410.1.1	Unknown Protein (AHRD V1)
Solyc11g039420.1.1	Unknown Protein (AHRD V1)
Solyc11g039440.1.1	Transposase (AHRD V1 **-- Q6IMW0_ORYSA)
Solyc11g039450.1.1	Unknown Protein (AHRD V1)
Solyc11g039460.1.1	Unknown Protein (AHRD V1)
Solyc11g039470.1.1	Unknown Protein (AHRD V1)
Solyc11g039480.1.1	Unknown Protein (AHRD V1)
Solyc11g039490.1.1	Unknown Protein (AHRD V1)
Solyc11g039500.1.1	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 *-*- Q60D46_SOLDE)
Solyc11g039510.1.1	Unknown Protein (AHRD V1)
Solyc11g039520.1.1	Pol polyprotein (AHRD V1 *-*- POL_SMRVH); contains Interpro domain(s)  IPR000477  RNA-directed DNA polymerase (reverse transcriptase) 
Solyc11g039530.1.1	30S ribosomal protein S3 chloroplastic (AHRD V1 *-*- B2LMN2_GUIAB)
Solyc11g039540.1.1	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7M3D7_ARALY)
Solyc11g039550.1.1	Unknown Protein (AHRD V1)
Solyc11g039560.1.1	Unknown Protein (AHRD V1)
Solyc11g039570.1.1	Peroxidase 57 (AHRD V1 ***- D7LXN0_ARALY); contains Interpro domain(s)  IPR002016  Haem peroxidase, plant/fungal/bacterial 
Solyc11g039580.1.1	Unknown Protein (AHRD V1)
Solyc11g039590.1.1	Serine/threonine protein kinase (AHRD V1 ***- D0NNA3_PHYIN); contains Interpro domain(s)  IPR011009  Protein kinase-like 
Solyc11g039610.1.1	HAT family dimerisation domain containing protein expressed (AHRD V1 ***- Q2QNH1_ORYSJ)
Solyc11g039620.1.1	HAT family dimerisation domain containing protein (AHRD V1 **-- Q7XEL2_ORYSJ); contains Interpro domain(s)  IPR008906  HAT dimerisation 
Solyc11g039640.1.1	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 *-*- Q60D46_SOLDE)
Solyc11g039650.1.1	Dynamin-2A (AHRD V1 ***- B6UEQ3_MAIZE); contains Interpro domain(s)  IPR001401  Dynamin, GTPase region 
Solyc11g039660.1.1	Actin 5 (AHRD V1 ***- A9TZ58_PHYPA); contains Interpro domain(s)  IPR004000  Actin/actin-like 
Solyc11g039670.1.1	Unknown Protein (AHRD V1)
Solyc11g039680.1.1	Unknown Protein (AHRD V1)
Solyc11g039690.1.1	Pentatricopeptide repeat-containing protein At1g15510, chloroplastic (AHRD V1 ***- PPR45_ARATH)
Solyc11g039700.1.1	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 *-*- Q60D46_SOLDE)
Solyc11g039710.1.1	Unknown Protein (AHRD V1)
Solyc11g039720.1.1	Unknown Protein (AHRD V1)
Solyc11g039730.1.1	Unknown Protein (AHRD V1)
Solyc11g039740.1.1	Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR007749  Protein of unknown function DUF677 
Solyc11g039750.1.1	MYB transcription factor (AHRD V1 ***- B9I4W4_POPTR); contains Interpro domain(s)  IPR015495  Myb transcription factor 
Solyc11g039760.1.1	Starch synthase (AHRD V1 *-*- O65365_IPOBA)
Solyc11g039770.1.1	Pol polyprotein (AHRD V1 *-*- POL_RSVSB); contains Interpro domain(s)  IPR013103  Reverse transcriptase, RNA-dependent DNA polymerase 
Solyc11g039780.1.1	Unknown Protein (AHRD V1)
Solyc11g039800.1.1	Unknown Protein (AHRD V1)
Solyc11g039810.1.1	CBL-interacting protein kinase (AHRD V1 ***- Q8W2D7_BRANA); contains Interpro domain(s)  IPR017442  Serine/threonine protein kinase-related 
Solyc11g039820.1.1	CBL-interacting protein kinase 9 (AHRD V1 ***- A0MNJ6_POPTR); contains Interpro domain(s)  IPR004041  NAF 
Solyc11g039830.1.1	Glycyl-tRNA synthetase (AHRD V1 ***- D7KEM8_ARALY); contains Interpro domain(s)  IPR002315  Glycyl-tRNA synthetase, alpha2 dimer 
Solyc11g039840.1.1	Ubiquinol-cytochrome c reductase iron-sulfur subunit (AHRD V1 **** Q38M54_SOLTU); contains Interpro domain(s)  IPR005805  Rieske iron-sulphur protein, C-terminal 
Solyc11g039850.1.1	Genomic DNA chromosome 3 P1 clone MDC11 (AHRD V1 **-- Q9LTT9_ARATH)
Solyc11g039860.1.1	Unknown Protein (AHRD V1)
Solyc11g039870.1.1	Unknown Protein (AHRD V1)
Solyc11g039880.1.1	Nucleoporin NUP188 homolog (AHRD V1 *-*- NU188_HUMAN)
Solyc11g039890.1.1	Unknown Protein (AHRD V1)
Solyc11g039900.1.1	Ycf1 (Fragment) (AHRD V1 ***- A6YA12_LIQST); contains Interpro domain(s)  IPR008896  Ycf1 
Solyc11g039910.1.1	Mitochondrial import inner membrane translocase subunit Tim17 (AHRD V1 ***- B6TP97_MAIZE); contains Interpro domain(s)  IPR003397  Mitochondrial inner membrane translocase complex, subunit Tim17/22 
Solyc11g039920.1.1	Unknown Protein (AHRD V1)
Solyc11g039930.1.1	Dehydroascorbate reductase 1 (Fragment) (AHRD V1 ***- B8YGQ8_SOLLC); contains Interpro domain(s)  IPR010987  Glutathione S-transferase, C-terminal-like 
Solyc11g039940.1.1	Pol polyprotein (AHRD V1 ***- Q94FM1_CITPA)
Solyc11g039950.1.1	Splicing factor 3B subunit 4 (AHRD V1 *--- Q22R82_TETTH); contains Interpro domain(s)  IPR000504  RNA recognition motif, RNP-1 
Solyc11g039960.1.1	LysM domain containing protein expressed (AHRD V1 ***- Q7XD97_ORYSJ); contains Interpro domain(s)  IPR002482  Peptidoglycan-binding Lysin subgroup 
Solyc11g039970.1.1	Unknown Protein (AHRD V1)
Solyc11g039980.1.1	ATP synthase subunit alpha (AHRD V1 ***- Q5M9V4_TOBAC); contains Interpro domain(s)  IPR018118  ATPase, F1/A1 complex, alpha/beta subunit, N-terminal 
Solyc11g039990.1.1	Unknown Protein (AHRD V1)
Solyc11g040020.1.1	Sulfotransferase 5b (AHRD V1 ***- C5H9P7_BRARP); contains Interpro domain(s)  IPR000863  Sulfotransferase 
Solyc11g040030.1.1	Histidinol-phosphate aminotransferase (AHRD V1 ***- B6TRS1_MAIZE); contains Interpro domain(s)  IPR004839  Aminotransferase, class I and II 
Solyc11g040040.1.1	Phototropic-responsive NPH3 family protein (AHRD V1 **-- D7LA45_ARALY); contains Interpro domain(s)  IPR004249  NPH3 
Solyc11g040050.1.1	RNA binding protein (AHRD V1 *--* B8C201_THAPS); contains Interpro domain(s)  IPR012677  Nucleotide-binding, alpha-beta plait 
Solyc11g040060.1.1	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7MBT1_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
Solyc11g040070.1.1	Unknown Protein (AHRD V1)
Solyc11g040080.1.1	Ycf2 (AHRD V1 ***- A6Y9V5_CERJA)
Solyc11g040090.1.1	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7KMD0_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
Solyc11g040100.1.1	Unknown Protein (AHRD V1)
Solyc11g040110.1.1	SnRK1-interacting protein 1 (AHRD V1 ***- B6ST86_MAIZE)
Solyc11g040120.1.1	DNA replication licensing factor (AHRD V1 ***- Q8JGR5_DANRE); contains Interpro domain(s)  IPR008045  MCM protein 2 
Solyc11g040130.1.1	SNARE associated Golgi protein (AHRD V1 *--- B9XJU7_9BACT); contains Interpro domain(s)  IPR015414  SNARE associated Golgi protein 
Solyc11g040140.1.1	Xyloglucan endotransglucosylase/hydrolase 5 (AHRD V1 ***- C0IRG4_ACTDE); contains Interpro domain(s)  IPR016455  Xyloglucan endotransglucosylase/hydrolase 
Solyc11g040150.1.1	Heparan-alpha-glucosaminide N-acetyltransferase (AHRD V1 **-- D2QUR2_SPILD); contains Interpro domain(s)  IPR019259  Protein of unknown function DUF2261, transmembrane 
Solyc11g040160.1.1	Endo-beta-1 4-D-glucanase (AHRD V1 ***- Q9ZSP9_SOLLC); contains Interpro domain(s)  IPR001701  Glycoside hydrolase, family 9 
Solyc11g040170.1.1	mRNA capping enzyme family protein (AHRD V1 ***- D7L7R6_ARALY)
Solyc11g040180.1.1	mRNA-capping enzyme subunit alpha (AHRD V1 **** B6JYQ9_SCHJY); contains Interpro domain(s)  IPR001339  mRNA capping enzyme 
Solyc11g040190.1.1	Polyprotein-like (AHRD V1 **-- Q9FLR2_ARATH); contains Interpro domain(s)  IPR013103  Reverse transcriptase, RNA-dependent DNA polymerase 
Solyc11g040220.1.1	Ribosomal protein L37 (AHRD V1 ***- B9DG94_ARATH); contains Interpro domain(s)  IPR001569  Ribosomal protein L37e 
Solyc11g040230.1.1	Unknown Protein (AHRD V1)
Solyc11g040240.1.1	Pentatricopeptide repeat (AHRD V1 ***- A2Q3S7_MEDTR); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
Solyc11g040250.1.1	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7MRA3_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
Solyc11g040260.1.1	Pentatricopeptide repeat-containing protein At1g10910, chloroplastic (AHRD V1 ***- PPR31_ARATH)
Solyc11g040270.1.1	Unknown Protein (AHRD V1)
Solyc11g040280.1.1	SEC14-like protein (AHRD V1 **-- Q9T027_ARATH); contains Interpro domain(s)  IPR001251  Cellular retinaldehyde-binding/triple function, C-terminal 
Solyc11g040290.1.1	Unknown Protein (AHRD V1)
Solyc11g040300.1.1	Unknown Protein (AHRD V1)
Solyc11g040310.1.1	Unknown Protein (AHRD V1)
Solyc11g040330.1.1	Endo-1 4-beta-xylanase (AHRD V1 **-- B6SW51_MAIZE); contains Interpro domain(s)  IPR013781  Glycoside hydrolase, subgroup, catalytic core 
Solyc11g040340.1.1	Endoglucanase 1 (AHRD V1 ***- B6U0P7_MAIZE); contains Interpro domain(s)  IPR008928  Six-hairpin glycosidase-like  IPR012341  Six-hairpin glycosidase  IPR018221  Glycoside hydrolase, family 9, active site  IPR001701  Glycoside hydrolase, family 9 
Solyc11g040350.1.1	Unknown Protein (AHRD V1)
Solyc11g040360.1.1	Unknown Protein (AHRD V1)
Solyc11g040370.1.1	Far upstream element-binding protein 3 (AHRD V1 *-*- B5X224_SALSA); contains Interpro domain(s)  IPR018111  K Homology, type 1, subgroup 
Solyc11g040380.1.1	Aspartokinase-homoserine dehydrogenase (AHRD V1 *-*- O63067_SOYBN); contains Interpro domain(s)  IPR001342  Homoserine dehydrogenase, catalytic 
Solyc11g040390.1.1	Aspartokinase-homoserine dehydrogenase (AHRD V1 ***- O63067_SOYBN); contains Interpro domain(s)  IPR011147  Bifunctional aspartokinase/homoserine dehydrogenase I 
Solyc11g040400.1.1	DnaJ homolog subfamily B member 1 (AHRD V1 ***- B5X276_SALSA); contains Interpro domain(s)  IPR015609  Molecular chaperone, heat shock protein, Hsp40, DnaJ 
Solyc11g040410.1.1	Cc-nbs resistance protein (Fragment) (AHRD V1 ***- B9NH38_POPTR)
Solyc11g040420.1.1	Unknown Protein (AHRD V1)
Solyc11g042420.1.1	Cytochrome c (AHRD V1 ***- B6SKR4_MAIZE); contains Interpro domain(s)  IPR002327  Cytochrome c, class IA/ IB 
Solyc11g042430.1.1	Protein phosphatase methylesterase 1 (AHRD V1 **** B6TIL5_MAIZE); contains Interpro domain(s)  IPR016812  Protein phosphatase methylesterase, eukaryotic 
Solyc11g042440.1.1	Genomic DNA chromosome 5 P1 clone MKN22 (AHRD V1 ***- Q9LVC2_ARATH)
Solyc11g042450.1.1	Phosphatidylinositol-4-phosphate 5-kinase (AHRD V1 ***- Q2HW52_MEDTR); contains Interpro domain(s)  IPR002498  Phosphatidylinositol-4-phosphate 5-kinase, core 
Solyc11g042460.1.1	Non-lysosomal glucosylceramidase (AHRD V1 ***- B9SS77_RICCO); contains Interpro domain(s)  IPR014551  Beta-glucosidase, GBA2 type 
Solyc11g042470.1.1	Tubulin-specific chaperone E (AHRD V1 ***- C0S593_PARBP); contains Interpro domain(s)  IPR000938  Cytoskeleton-associated protein, CAP-Gly 
Solyc11g042480.1.1	Unknown Protein (AHRD V1)
Solyc11g042490.1.1	Unknown Protein (AHRD V1)
Solyc11g042500.1.1	Tubulin folding cofactor (AHRD V1 ***- B9IQ98_POPTR)
Solyc11g042510.1.1	HAT dimerisation domain-containing protein-like (AHRD V1 ***- Q5VNQ7_ORYSJ); contains Interpro domain(s)  IPR007021  Protein of unknown function DUF659 
Solyc11g042520.1.1	Unknown Protein (AHRD V1)
Solyc11g042530.1.1	Unknown Protein (AHRD V1)
Solyc11g042550.1.1	Unknown Protein (AHRD V1)
Solyc11g042560.1.1	Ethylene-responsive transcription factor 4 (AHRD V1 *-*- ERF78_ARATH); contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF, DNA-binding 
Solyc11g042570.1.1	Unknown Protein (AHRD V1)
Solyc11g042580.1.1	Ethylene-responsive transcription factor 4 (AHRD V1 *-*- ERF78_ARATH); contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF, DNA-binding 
Solyc11g042590.1.1	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 ***- Q60D46_SOLDE); contains Interpro domain(s)  IPR003653  Peptidase C48, SUMO/Sentrin/Ubl1 
Solyc11g042610.1.1	Ribosomal protein S5 (AHRD V1 ***- A8J2I5_CHLRE); contains Interpro domain(s)  IPR005716  Ribosomal protein S7, eukaryotic/archaeal 
Solyc11g042620.1.1	Nuclear transport factor 2 (NTF2)-like protein (AHRD V1 ***- Q67TV5_ORYSJ); contains Interpro domain(s)  IPR009959  Protein of unknown function DUF1486 
Solyc11g042630.1.1	Plant-specific domain TIGR01615 family protein (AHRD V1 ***- B6UDN7_MAIZE); contains Interpro domain(s)  IPR006502  Protein of unknown function DUF506, plant 
Solyc11g042640.1.1	Rieske (2Fe-2S) domain protein (AHRD V1 *-*- C7QP67_CYAP0); contains Interpro domain(s)  IPR017941  Rieske [2Fe-2S] iron-sulphur domain 
Solyc11g042650.1.1	Unknown Protein (AHRD V1)
Solyc11g042680.1.1	Unknown Protein (AHRD V1)
Solyc11g042690.1.1	Unknown Protein (AHRD V1)
Solyc11g042700.1.1	Unknown Protein (AHRD V1)
Solyc11g042710.1.1	Short-chain dehydrogenase/reductase family protein (AHRD V1 ***- D7LGT5_ARALY); contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase 
Solyc11g042720.1.1	Disease resistance protein R3a-like protein (Fragment) (AHRD V1 ***- B3F573_SOLDE)
